date,hour,Incident,Line,Direction,Cause,Delay,delay_collapsed
2014-05-13,14, A Vienna-bound Orange Line train outside Stadium Armory was delayed due to an equipment problem. A Franconia-Springfield-bound Blue Line train was offloaded at Benning Road and used to move the train to the platform and the disabled train was offloaded.  Several trains were single tracked around the incident train. Passengers experienced delays up to 35 minutes.,Orange,Vienna-bound Orange Line train outside Stadium Armory was delayed due to an equipment problem. A Franconia-Springfield,an equipment problem,35,35
2014-05-13,15," A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.",Orange,New Carrollton,did not operate,6,25
2014-05-13,16, A Mt. Vernon Square-bound Yellow Line train at Braddock Road was offloaded due to a brake problem. Passengers experienced a 3-minute delay.,Yellow,Mt. Vernon Square,a brake problem,3,9
2014-05-13,17," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,10
2014-05-13,18, A New Carrollton-bound Orange Line train at Landover was expressed for schedule adherence/improved train spacing.,Orange,New Carrollton,expressed for schedule adherence/improved train spacing,,
2014-05-13,20, A Glenmont-bound Red Line train at Tenleytown was delayed 6 minutes due to a door problem.,Red,Glenmont,a door problem,6,6
2014-05-14,6, A New Carrollton-bound Orange Line train at Deanwood was expressed for schedule adherence/improved train spacing.,Orange,New Carrollton,expressed for schedule adherence/improved train spacing,,6
2014-05-14,7, A Greenbelt-bound Green Line train at Branch Avenue was delayed 4 minutes due to an operational problem.,Green,Greenbelt,an operational problem,4,4
2014-05-14,8, A Largo Town Center-bound Orange Line train at Addison Road was offloaded due to a door problem. Passengers experienced a 7-minute delay.,Orange,Largo Town Center,a door problem,7,19
2014-05-14,10, A Branch Avenue-bound Green Line train at Southern Avenue was offloaded due to a brake problem. Passengers experienced a 12-minute delay.,Green,Branch Avenue,a brake problem,12,12
2014-05-14,11, A Largo Town Center-bound Blue Line train at Metro Center was delayed 7 minutes due to maintenance activity.,Blue,Largo Town Center,maintenance activity,7,17
2014-05-14,12, A Glenmont-bound Red Line train at Takoma was expressed for schedule adherence/improved train spacing.,Red,Glenmont,expressed for schedule adherence/improved train spacing,,
2014-05-14,13, A Largo Town Center-bound Blue Line train at L'Enfant Plaza was offloaded due to a brake problem. A New Carrollton-bound Orange Line train was offloaded and used to move the disabled train off the line. Several trains were single tracked around the incident train. Passengers experienced a 15-minute delay.,Blue,Largo Town Center-bound Blue Line train at L'Enfant Plaza was offloaded due to a brake problem. A New Carrollton,a brake problem,15,27
2014-05-14,14, A Greenbelt-bound Green Line train at College Park was offloaded due to a brake problem. Passengers experienced a 12-minute delay.,Green,Greenbelt,a brake problem,12,12
2014-05-14,16," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,6
2014-05-14,17, A Greenbelt-bound Green Line train at Gallery Place was delayed 4 minutes due to police activity.,Green,Greenbelt,police activity,4,4
2014-05-14,19, A Vienna-bound Orange Line train at East Falls Church was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.,Orange,Vienna,an equipment problem,12,16
2014-05-15,8, A Franconia-Springfield-bound Blue Line train at Federal Triangle was offloaded due to a door problem. Passengers experienced a 12-minute delay.,Blue,Franconia-Springfield,a door problem,12,19
2014-05-15,13, A Shady Grove-bound Red Line train at Grosvenor was delayed 4 minutes due to a sick passenger.,Red,Shady Grove,a sick passenger,4,4
2014-05-15,14, A Shady Grove-bound Red Line train at Van Ness was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,a brake problem,6,6
2014-05-15,15, A Greenbelt-bound Green Line train at Prince George's Plaza was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,
2014-05-15,16," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,49
2014-05-15,17," A Franconia-Springfield-bound Blue Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.",Blue,Franconia-Springfield,did not operate,6,22
2014-05-15,18, A Greenbelt-bound Green Line train at College Park was offloaded due to a door problem. Passengers experienced a 9-minute delay.,Green,Greenbelt,a door problem,9,9
2014-05-15,20, A Glenmont-bound Red Line train at Union Station was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.,Red,Glenmont,an equipment problem,6,6
2014-05-15,23, A Shady Grove-bound Red Line train at Van Ness was offloaded due to a brake problem. Passengers experienced a 5-minute delay. An extra train was placed in service to help mitigate the delay.,Red,Shady Grove,a brake problem,5,5
2014-05-16,6, A Huntington-bound Yellow Line train at L'Enfant Plaza was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Yellow,Huntington,a brake problem,6,21
2014-05-16,7, A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,6
2014-05-16,8," Due to a signal problem at Fort Totten, Green Line trains were delayed in both directions until approximately 11:00 a.m.  Several trains were offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced delays up to 40 minutes.",Green,both directions,a signal problem at Fort Totten,40,45
2014-05-16,9, A Glenmont-bound Red Line train at Grosvenor was offloaded due to a brake problem. Passengers experienced a 7-minute delay.,Red,Glenmont,a brake problem,7,33
2014-05-16,13, A Largo Town Center-bound Blue Line train at Arlington Cemetery was offloaded due to a brake problem. Passengers experienced a 12-minute delay.,Blue,Largo Town Center,a brake problem,12,12
2014-05-16,15, A Glenmont-bound Red Line train at Gallery Place was offloaded due to a door problem. Passengers experienced a 6-minute delay.,Red,Glenmont,a door problem,6,6
2014-05-16,16, A Glenmont-bound Red Line train at Brookland was delayed 4 minutes due to a basketball thrown in front of the train.,Red,Glenmont,a basketball thrown in front of the train,4,4
2014-05-16,17, A Branch Avenue-bound Green Line train at College Park did not service the station due to an operational problem.  Passengers experienced an 8-minute delay.,Green,Branch Avenue,an operational problem,8,23
2014-05-16,18, A Shady Grove-bound Red Line train at White Flint did not service the station due to an operational problem.  Passengers experienced a 7-minute delay.,Red,Shady Grove,an operational problem,7,28
2014-05-16,19, A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.,Green,Branch Avenue,expressed for schedule adherence/improved train spacing,,11
2014-05-17,7, A Franconia-Springfield-bound Blue Line train at Federal Center SW was offloaded due to a brake problem. Passengers experienced a 15-minute delay.,Blue,Franconia-Springfield,a brake problem,15,15
2014-05-17,13, A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced a 22-minute delay.,Red,Glenmont,a brake problem,22,22
2014-05-18,2, A Shady Grove-bound Red Line train at Metro Center was delayed 5 minutes due to a sick passenger.,Red,Shady Grove,a sick passenger,5,5
2014-05-18,7," A Fort Totten-bound Yellow Line train at Huntington did not operate, resulting in an 8-minute gap in service.",Yellow,Fort Totten,did not operate,8,8
2014-05-18,12, A Branch Avenue-bound Green Line train at Anacostia was delayed 4 minutes due to an operational problem.,Green,Branch Avenue,an operational problem,4,4
2014-05-18,16, A Huntington-bound Yellow Line train at Pentagon City was delayed 5 minutes due to a door problem.,Yellow,Huntington,a door problem,5,5
2014-05-19,6, A Largo Town Center-bound Blue Line train at Morgan Boulevard did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.,Blue,Largo Town Center,an operational problem,6,6
2014-05-19,7, A Branch Avenue-bound Green Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Green,Branch Avenue,a brake problem,4,13
2014-05-19,8, A Glenmont-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Red,Glenmont,a brake problem,8,8
2014-05-19,11, A Vienna-bound Orange Line train at Clarendon was delayed 5 minutes due to a sick passenger.,Orange,Vienna,a sick passenger,5,24
2014-05-19,15," A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.",Orange,New Carrollton,did not operate,6,11
2014-05-19,16, A Mt. Vernon Square-bound Yellow Line train at L'Enfant Plaza was delayed 6 minutes due to a signal problem.,Yellow,Mt. Vernon Square,a signal problem,6,6
2014-05-19,17," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,10
2014-05-19,18, A Grosvenor-bound Red Line train at Farragut North was delayed 9 minutes due to a signal problem.,Red,Grosvenor,a signal problem,9,9
2014-05-19,20, A New Carrollton-bound Orange Line train at West Falls Church was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.,Orange,New Carrollton,an equipment problem,3,3
2014-05-20,7, A Glenmont-bound Red Line train at Gallery Place was offloaded due to a door problem. Passengers experienced a 6-minute delay.,Red,Glenmont,a door problem,6,6
2014-05-20,8, A Shady Grove-bound Red Line train at Fort Totten did not service the station due to an operational problem.  Passengers experienced an 8-minute delay.,Red,Shady Grove,an operational problem,8,15
2014-05-20,9, A Largo Town Center-bound Blue Line train at Morgan Boulevard was expressed for schedule adherence/improved train spacing.,Blue,Largo Town Center,expressed for schedule adherence/improved train spacing,,
2014-05-20,11, A Fort Totten-bound Yellow Line train at King Street was delayed 4 minutes due to a door problem.,Yellow,Fort Totten,a door problem,4,10
2014-05-20,12, A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to a door problem. Passengers experienced a 9-minute delay.,Red,Shady Grove,a door problem,9,9
2014-05-20,14, A Greenbelt-bound Green Line train at Suitland was offloaded due to a door problem. Passengers experienced a 6-minute delay.,Green,Greenbelt,a door problem,6,12
2014-05-20,15," A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 9-minute gap in service.",Orange,New Carrollton,did not operate,9,9
2014-05-20,16, A Vienna-bound Orange Line train at L'Enfant Plaza was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Orange,Vienna,a brake problem,6,26
2014-05-20,17, A Silver Spring-bound Red Line train at Bethesda did not service the station due to an operational problem.  Passengers experienced a 5-minute delay.,Red,Silver Spring,an operational problem,5,5
2014-05-20,21, A Shady Grove-bound Red Line train at Van Ness was delayed 4 minutes due to an operational problem.,Red,Shady Grove,an operational problem,4,4
2014-05-20,23, A Fort Totten-bound Yellow Line train at Archives was delayed 9 minutes due to a door problem.,Yellow,Fort Totten,a door problem,9,9
2014-05-21,6, A New Carrollton-bound Orange Line train at Court House was offloaded due to a brake problem. Passengers experienced a 3-minute delay.,Orange,New Carrollton,a brake problem,3,3
2014-05-21,8, A Grosvenor-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 3-minute delay.,Red,Grosvenor,a brake problem,3,6
2014-05-21,9, A New Carrollton-bound Orange Line train at McPherson Square did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.,Orange,New Carrollton,an operational problem,6,6
2014-05-21,14, A Vienna-bound Orange Line train at McPherson Square was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Orange,Vienna,a brake problem,4,4
